stock_code,corp_name,label,gics_sector,start_year,end_year
050540,엠피씨플러스,1,Industrials,2005,2007
050320,에스에이치엔엘,1,Industrials,2002,2007
045890,GV,1,Industrials,2005,2007
033430,디에스티,1,Industrials,1998,2007
028040,미래SCI,1,Industrials,1996,2007
