stock_code,corp_name,year,quarter,label,총자산증가율,유동자산증가율,매출액증가율,순이익증가율,영업이익증가율,매출액순이익률,매출총이익률,자기자본순이익률,매출채권회전율,재고자산회전율,총자본회전율,유형자산회전율,매출원가율,부채비율,유동비율,자기자본비율,당좌비율,비유동자산장기적합률,순운전자본비율,차입금의존도,현금비율,유형자산,무형자산,무형자산상각비,유형자산상각비,감가상각비,총자본영업이익률,총자본순이익률,유보액/납입자본비율,총자본투자효율
068050,팬엔터테인먼트,2015,Q1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
068050,팬엔터테인먼트,2015,H1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
068050,팬엔터테인먼트,2015,Q3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
068050,팬엔터테인먼트,2015,ANNUAL,0,-5.18492884348968,-26.6987183607609,-38.90465613205266,-2780.486288675471,-663.2836048104193,-33.53377412606816,-8.477160913126806,-18.801804766539806,11.077551129105393,22.43953446690995,0.3145661120787926,0.3145661120787926,108.4771609131268,78.23999831033811,68.19525844679882,56.10412979576419,63.9530346140034,33.583690564,-11.400783366793483,2.249741077783052,9.293152380530284,42761867803.0,539009166.0,,,,-6.411667293089747,-10.548588950165671,487.5880674913898,-0.10548588950165672
